657,2,1,libpopt.so.0.0.0,2,1,1
658,1,1,server_ser.cgi,1,1,1
659,3,1,libboost_unit_test_framework-mt.so.1.55.0,3,1,1
660,1,1,system_probe,1,1,1
661,4,1,camera.herring.so,4,1,2
662,103,1,usbnet.ko,103,4,32
663,1,1,webcm,1,1,1
664,16,1,libipt_connrate.so,16,1,1
665,3,1,hi3516_adec.ko,3,1,1
666,19,1,libq3dtools_adreno200.so,19,1,6
667,1,1,_ctypes.so,1,1,1
668,3,1,management.dman,3,1,1
669,11,1,djpeg,11,1,1
670,18,1,atcid,18,1,8
671,11,1,msgapp,11,1,5
672,2,2,dl2t_debug,1,1,2
673,14,1,remote_smb_conf,14,1,2
674,4,1,libcam.faceagegender.so,4,1,2
675,314,1,libnvram.so,314,2,50
676,44,2,leafp2p,30,1,7
677,13,1,wl,13,1,11
678,9,1,res_crypto.so,9,1,5
679,107,1,opkg,107,8,16
